Sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
F3L1	Jeotgalicoccus saudimassiliensis	1461582	S	89	35	124	0.00872
F3L1	Ureibacillus thermosphaericus	51173	S	12	30	42	0.00295
F3L1	Thermobacillus composti	377615	S	10	1	11	0.00077
F3L1	Thermoactinomyces vulgaris	2026	S	18	4	22	0.00155
F3L1	Romboutsia ilealis	1115758	S	93	196	289	0.02032
F3L1	Romboutsia sp. CE17	2724150	S	13	24	37	0.00260
F3L1	Butyrivibrio fibrisolvens	831	S	20	51	71	0.00499
F3L1	Lacrimispora saccharolytica	84030	S	11	131	142	0.00999
F3L1	Ruminococcus sp. JE7A12	2564099	S	70	66	136	0.00956
F3L1	Erysipelothrix larvae	1514105	S	18	12	30	0.00211
F3L1	Intestinibaculum porci	2487118	S	12	8	20	0.00141
F3L1	Turicibacter sp. H121	1712675	S	28	42	70	0.00492
F3L1	Schnuerera ultunensis	45497	S	18	12	30	0.00211
F3L1	Corynebacterium maris	575200	S	585	283	868	0.06104
F3L1	Corynebacterium xerosis	1725	S	84	151	235	0.01652
F3L1	Corynebacterium marinum	349751	S	33	76	109	0.00766
F3L1	Corynebacterium provencense	1737425	S	28	17	45	0.00316
F3L1	Corynebacterium stationis	1705	S	27	42	69	0.00485
F3L1	Corynebacterium efficiens	152794	S	27	17	44	0.00309
F3L1	Bifidobacterium pseudolongum	1694	S	788	251	1039	0.07306
F3L1	Bifidobacterium choerinum	35760	S	33	39	72	0.00506
F3L1	Bifidobacterium adolescentis	1680	S	26	16	42	0.00295
F3L1	Glutamicibacter arilaitensis	256701	S	41	57	98	0.00689
F3L1	Glutamicibacter nicotianae	37929	S	14	185	199	0.01399
F3L1	Thermobifida fusca	2021	S	105	25	130	0.00914
F3L1	Olsenella umbonata	604330	S	34	31	65	0.00457
F3L1	Acholeplasma laidlawii	2148	S	193	15	208	0.01463
F3L1	Acholeplasma brassicae	61635	S	122	17	139	0.00977
F3L1	Acholeplasma axanthum	29552	S	83	71	154	0.01083
F3L1	Acinetobacter indicus	756892	S	368	1051	1419	0.09978
F3L1	Acinetobacter lwoffii	28090	S	22	150	172	0.01209
F3L1	Acinetobacter variabilis	70346	S	14	112	126	0.00886
F3L1	Pseudomonas sp. C27(2019)	2604941	S	96	68	164	0.01153
F3L1	Pseudomonas litoralis	797277	S	17	70	87	0.00612
F3L1	Oblitimonas alkaliphila	1697053	S	30	77	107	0.00752
F3L1	Proteus mirabilis	584	S	11	56	67	0.00471
F3L1	Pseudoxanthomonas suwonensis	314722	S	30	31	61	0.00429
F3L1	Xanthomonas translucens	343	S	20	0	20	0.00141
F3L1	Oceanisphaera profunda	1416627	S	50	14	64	0.00450
F3L1	Campylobacter lanienae	75658	S	46	36	82	0.00577
F3L1	Campylobacter sp. RM12175	1660076	S	14	21	35	0.00246
F3L1	Comamonas kerstersii	225992	S	28	39	67	0.00471
F3L1	Oligella ureolytica	90244	S	13	31	44	0.00309
F3L1	Bacteroides coprosuis	151276	S	114	49	163	0.01146
F3L1	Bacteroides intestinalis	329854	S	15	28	43	0.00302
F3L1	Bacteroides thetaiotaomicron	818	S	11	51	62	0.00436
F3L1	Bacteroides caecimuris	1796613	S	11	128	139	0.00977
F3L1	Phocaeicola dorei	357276	S	60	359	419	0.02946
F3L1	Alloprevotella sp. E39	2133944	S	12	3	15	0.00105
F3L1	Petrimonas mucosa	1642646	S	25	1	26	0.00183
F3L1	Parabacteroides distasonis	823	S	16	98	114	0.00802
F3L1	Sphingobacterium daejeonense	371142	S	212	148	360	0.02531
F3L1	Sphingobacterium hotanense	649196	S	79	75	154	0.01083
F3L1	Empedobacter stercoris	1628248	S	58	64	122	0.00858
F3L1	Methanobrevibacter millerae	230361	S	60	49	109	0.00766
F3L1	Methanobrevibacter sp. YE315	1609968	S	21	10	31	0.00218
F3L1	Methanobrevibacter ruminantium	83816	S	13	9	22	0.00155
F3SR	Jeotgalibaca porci	1868793	S	11122	4066	15188	0.18220
F3SR	Jeotgalibaca arthritidis	1868794	S	8789	19465	28254	0.33894
F3SR	Jeotgalibaca sp. PTS2502	1903686	S	1941	4403	6344	0.07610
F3SR	Jeotgalibaca ciconiae	2496265	S	279	72	351	0.00421
F3SR	Jeotgalibaca dankookensis	708126	S	73	5	78	0.00094
F3SR	Carnobacterium maltaromaticum	2751	S	146	48	194	0.00233
F3SR	Carnobacterium inhibens	147709	S	107	38	145	0.00174
F3SR	Carnobacterium sp. 17-4	208596	S	22	3	25	0.00030
F3SR	Carnobacterium sp. CS13	2800128	S	11	58	69	0.00083
F3SR	Carnobacterium divergens	2748	S	11	2	13	0.00016
F3SR	Marinilactibacillus sp. 15R	1911586	S	27	5	32	0.00038
F3SR	Aerococcus urinaeequi	51665	S	1637	1369	3006	0.03606
F3SR	Aerococcus viridans	1377	S	161	240	401	0.00481
F3SR	Enterococcus faecalis	1351	S	420	238	658	0.00789
F3SR	Enterococcus faecium	1352	S	208	639	847	0.01016
F3SR	Enterococcus casseliflavus	37734	S	67	129	196	0.00235
F3SR	Enterococcus hirae	1354	S	39	16	55	0.00066
F3SR	Enterococcus gilvus	160453	S	24	7	31	0.00037
F3SR	Enterococcus avium	33945	S	16	5	21	0.00025
F3SR	Enterococcus cecorum	44008	S	15	5	20	0.00024
F3SR	Tetragenococcus halophilus	51669	S	28	11	39	0.00047
F3SR	Tetragenococcus koreensis	290335	S	23	9	32	0.00038
F3SR	Lactococcus raffinolactis	1366	S	147	53	200	0.00240
F3SR	Lactococcus garvieae	1363	S	46	60	106	0.00127
F3SR	Lactococcus lactis	1358	S	14	68	82	0.00098
F3SR	Lactococcus cremoris	1359	S	14	40	54	0.00065
F3SR	Streptococcus equinus	1335	S	43	51	94	0.00113
F3SR	Streptococcus suis	1307	S	36	9	45	0.00054
F3SR	Streptococcus parauberis	1348	S	25	14	39	0.00047
F3SR	Streptococcus gallolyticus	315405	S	17	37	54	0.00065
F3SR	Streptococcus uberis	1349	S	15	2	17	0.00020
F3SR	Streptococcus porcinus	1340	S	12	3	15	0.00018
F3SR	Amylolactobacillus amylophilus	1603	S	218	108	326	0.00391
F3SR	Lactobacillus amylovorus	1604	S	25	14	39	0.00047
F3SR	Lactobacillus crispatus	47770	S	18	5	23	0.00028
F3SR	Lactobacillus acetotolerans	1600	S	14	3	17	0.00020
F3SR	Ligilactobacillus ruminis	1623	S	18	2	20	0.00024
F3SR	Ligilactobacillus salivarius	1624	S	15	4	19	0.00023
F3SR	Paucilactobacillus nenjiangensis	1296540	S	28	26	54	0.00065
F3SR	Weissella cibaria	137591	S	10	7	17	0.00020
F3SR	Latilactobacillus curvatus	28038	S	14	10	24	0.00029
F3SR	Pediococcus acidilactici	1254	S	14	4	18	0.00022
F3SR	Lentilactobacillus buchneri	1581	S	10	3	13	0.00016
F3SR	Bacillus sp. BS-02	887059	S	48	586	634	0.00761
F3SR	Bacillus cereus	1396	S	25	170	195	0.00234
F3SR	Geobacillus sp. WCH70	471223	S	17	226	243	0.00292
F3SR	Geobacillus sp. 44C	1963024	S	16	267	283	0.00339
F3SR	Caldibacillus thermoamylovorans	35841	S	90	20	110	0.00132
F3SR	Amphibacillus xylanus	1449	S	33	2	35	0.00042
F3SR	Aeribacillus pallidus	33936	S	10	4	14	0.00017
F3SR	Macrococcus sp. IME1552	1898474	S	42	286	328	0.00393
F3SR	Macrococcus bohemicus	1903056	S	23	154	177	0.00212
F3SR	Jeotgalicoccus saudimassiliensis	1461582	S	113	16	129	0.00155
F3SR	Staphylococcus aureus	1280	S	18	791	809	0.00971
F3SR	Mammaliicoccus sciuri	1296	S	15	8	23	0.00028
F3SR	Ureibacillus thermosphaericus	51173	S	419	244	663	0.00795
F3SR	Ureibacillus thermophilus	367743	S	86	24	110	0.00132
F3SR	Solibacillus silvestris	76853	S	33	4	37	0.00044
F3SR	Thermobacillus composti	377615	S	39	4	43	0.00052
F3SR	Paenibacillus sp. JZ16	1906272	S	16	8	24	0.00029
F3SR	Clostridium botulinum	1491	S	12	75	87	0.00104
F3SR	Romboutsia ilealis	1115758	S	39	96	135	0.00162
F3SR	Ruminococcus sp. JE7A12	2564099	S	24	23	47	0.00056
F3SR	Petrocella atlantisensis	2173034	S	46	22	68	0.00082
F3SR	Symbiobacterium thermophilum	2734	S	43	6	49	0.00059
F3SR	Erysipelothrix larvae	1514105	S	156	26	182	0.00218
F3SR	Erysipelothrix sp. HDW6A	2714928	S	27	3	30	0.00036
F3SR	Erysipelothrix sp. HDW6B	2714929	S	15	6	21	0.00025
F3SR	Erysipelothrix sp. HDW6C	2714930	S	15	3	18	0.00022
F3SR	Erysipelothrix rhusiopathiae	1648	S	37	77	114	0.00137
F3SR	Erysipelothrix inopinata	225084	S	34	4	38	0.00046
F3SR	Turicibacter sp. H121	1712675	S	41	20	61	0.00073
F3SR	Bifidobacterium pseudolongum	1694	S	2153	350	2503	0.03003
F3SR	Bifidobacterium choerinum	35760	S	108	42	150	0.00180
F3SR	Bifidobacterium animalis	28025	S	19	2	21	0.00025
F3SR	Bifidobacterium adolescentis	1680	S	12	5	17	0.00020
F3SR	Bifidobacterium angulatum	1683	S	11	4	15	0.00018
F3SR	Bifidobacterium longum	216816	S	11	12	23	0.00028
F3SR	Glutamicibacter arilaitensis	256701	S	470	299	769	0.00923
F3SR	Glutamicibacter nicotianae	37929	S	108	698	806	0.00967
F3SR	Glutamicibacter sp. ZJUTW	1155384	S	45	500	545	0.00654
F3SR	Glutamicibacter protophormiae	37930	S	44	58	102	0.00122
F3SR	Glutamicibacter mishrai	1775880	S	10	3	13	0.00016
F3SR	Arthrobacter sp. YC-RL1	1652545	S	15	14	29	0.00035
F3SR	Brevibacterium sp. YB235	1496080	S	49	94	143	0.00172
F3SR	Brevibacterium sp. CS2	2575923	S	11	4	15	0.00018
F3SR	Brevibacterium linens	1703	S	22	35	57	0.00068
F3SR	Brevibacterium aurantiacum	273384	S	15	16	31	0.00037
F3SR	Corynebacterium xerosis	1725	S	789	382	1171	0.01405
F3SR	Corynebacterium stationis	1705	S	129	30	159	0.00191
F3SR	Corynebacterium maris	575200	S	128	17	145	0.00174
F3SR	Corynebacterium efficiens	152794	S	94	12	106	0.00127
F3SR	Corynebacterium casei	160386	S	55	118	173	0.00208
F3SR	Corynebacterium marinum	349751	S	35	16	51	0.00061
F3SR	Corynebacterium glutamicum	1718	S	26	317	343	0.00411
F3SR	Corynebacterium provencense	1737425	S	20	2	22	0.00026
F3SR	Corynebacterium camporealensis	161896	S	12	2	14	0.00017
F3SR	Corynebacterium callunae	1721	S	11	4	15	0.00018
F3SR	Rhodococcus rhodochrous	1829	S	21	35	56	0.00067
F3SR	Mycolicibacterium smegmatis	1772	S	10	13	23	0.00028
F3SR	Thermobifida fusca	2021	S	133	13	146	0.00175
F3SR	Thermobispora bispora	2006	S	12	1	13	0.00016
F3SR	Micromonospora maris	1003110	S	31	13	44	0.00053
F3SR	Saccharomonospora viridis	1852	S	10	2	12	0.00014
F3SR	Acholeplasma brassicae	61635	S	94	4	98	0.00118
F3SR	Acholeplasma laidlawii	2148	S	91	1	92	0.00110
F3SR	Acholeplasma axanthum	29552	S	42	7	49	0.00059
F3SR	Thermus thermophilus	274	S	17	31	48	0.00058
F3SR	Acinetobacter indicus	756892	S	2431	2012	4443	0.05330
F3SR	Acinetobacter lwoffii	28090	S	458	1551	2009	0.02410
F3SR	Acinetobacter sp. NEB149	2725684	S	51	413	464	0.00557
F3SR	Acinetobacter sp. YH12138	2601122	S	31	19	50	0.00060
F3SR	Acinetobacter sp. ACNIH1	1636603	S	24	103	127	0.00152
F3SR	Acinetobacter sp. 10FS3-1	2563897	S	16	24	40	0.00048
F3SR	Acinetobacter variabilis	70346	S	46	118	164	0.00197
F3SR	Acinetobacter schindleri	108981	S	41	46	87	0.00104
F3SR	Acinetobacter johnsonii	40214	S	27	55	82	0.00098
F3SR	Acinetobacter towneri	202956	S	24	90	114	0.00137
F3SR	Acinetobacter baumannii	470	S	17	788	805	0.00966
F3SR	Acinetobacter radioresistens	40216	S	11	10	21	0.00025
F3SR	Acinetobacter wuhouensis	1879050	S	11	8	19	0.00023
F3SR	Psychrobacter sp. PRwf-1	349106	S	43	160	203	0.00244
F3SR	Psychrobacter sp. P11F6	1699621	S	13	26	39	0.00047
F3SR	Psychrobacter sp. YP14	2203895	S	10	39	49	0.00059
F3SR	Psychrobacter arenosus	256326	S	15	5	20	0.00024
F3SR	Moraxella osloensis	34062	S	11	1	12	0.00014
F3SR	Pseudomonas sp. C27(2019)	2604941	S	82	44	126	0.00151
F3SR	Pseudomonas litoralis	797277	S	28	105	133	0.00160
F3SR	Pseudomonas saudiphocaensis	1499686	S	12	31	43	0.00052
F3SR	Pseudoxanthomonas suwonensis	314722	S	272	215	487	0.00584
F3SR	Providencia heimbachae	333962	S	43	21	64	0.00077
F3SR	Pantoea agglomerans	549	S	40	44	84	0.00101
F3SR	Comamonas kerstersii	225992	S	222	100	322	0.00386
F3SR	Comamonas testosteroni	285	S	26	42	68	0.00082
F3SR	Schlegelella thermodepolymerans	215580	S	13	6	19	0.00023
F3SR	Advenella kashmirensis	310575	S	26	7	33	0.00040
F3SR	Oligella ureolytica	90244	S	18	15	33	0.00040
F3SR	Brucella intermedia	94625	S	20	44	64	0.00077
F3SR	Paracoccus kondratievae	135740	S	25	81	106	0.00127
F3SR	Aliarcobacter cryaerophilus	28198	S	10	5	15	0.00018
F3SR	Sphingobacterium daejeonense	371142	S	805	173	978	0.01173
F3SR	Sphingobacterium hotanense	649196	S	350	65	415	0.00498
F3SR	Sphingobacterium mizutaii	1010	S	11	0	11	0.00013
F3SR	Empedobacter stercoris	1628248	S	569	181	750	0.00900
F3SR	Empedobacter falsenii	343874	S	14	8	22	0.00026
F3SR	Myroides odoratimimus	76832	S	15	37	52	0.00062
F3SR	Bacteroides coprosuis	151276	S	80	12	92	0.00110
F3SR	Bacteroides uniformis	820	S	13	177	190	0.00228
F3SR	Homo sapiens	9606	S	263	91	354	0.00425
F3SR	Methanobrevibacter millerae	230361	S	55	22	77	0.00092
F3L2	Jeotgalibaca porci	1868793	S	2965	1380	4345	0.10752
F3L2	Jeotgalibaca arthritidis	1868794	S	1471	3500	4971	0.12301
F3L2	Jeotgalibaca sp. PTS2502	1903686	S	318	733	1051	0.02601
F3L2	Jeotgalibaca ciconiae	2496265	S	61	19	80	0.00198
F3L2	Jeotgalibaca dankookensis	708126	S	17	1	18	0.00045
F3L2	Carnobacterium maltaromaticum	2751	S	33	8	41	0.00101
F3L2	Carnobacterium inhibens	147709	S	15	6	21	0.00052
F3L2	Aerococcus urinaeequi	51665	S	952	940	1892	0.04682
F3L2	Aerococcus viridans	1377	S	62	100	162	0.00401
F3L2	Streptococcus suis	1307	S	290	139	429	0.01062
F3L2	Streptococcus parauberis	1348	S	167	130	297	0.00735
F3L2	Streptococcus uberis	1349	S	55	16	71	0.00176
F3L2	Streptococcus thermophilus	1308	S	41	69	110	0.00272
F3L2	Streptococcus equinus	1335	S	25	53	78	0.00193
F3L2	Streptococcus gallolyticus	315405	S	11	37	48	0.00119
F3L2	Lactococcus raffinolactis	1366	S	122	63	185	0.00458
F3L2	Lactococcus cremoris	1359	S	104	139	243	0.00601
F3L2	Lactococcus garvieae	1363	S	19	43	62	0.00153
F3L2	Lactococcus lactis	1358	S	12	141	153	0.00379
F3L2	Leuconostoc pseudomesenteroides	33968	S	31	41	72	0.00178
F3L2	Weissella jogaejeotgali	1631871	S	27	19	46	0.00114
F3L2	Amylolactobacillus amylophilus	1603	S	50	37	87	0.00215
F3L2	Lactobacillus acetotolerans	1600	S	13	4	17	0.00042
F3L2	Lactobacillus amylovorus	1604	S	13	9	22	0.00054
F3L2	Lentilactobacillus buchneri	1581	S	18	8	26	0.00064
F3L2	Paucilactobacillus nenjiangensis	1296540	S	11	14	25	0.00062
F3L2	Enterococcus faecalis	1351	S	66	53	119	0.00294
F3L2	Enterococcus faecium	1352	S	47	156	203	0.00502
F3L2	Enterococcus casseliflavus	37734	S	18	43	61	0.00151
F3L2	Enterococcus cecorum	44008	S	18	9	27	0.00067
F3L2	Macrococcus sp. IME1552	1898474	S	62	447	509	0.01260
F3L2	Macrococcus bohemicus	1903056	S	33	229	262	0.00648
F3L2	Staphylococcus hominis	1290	S	11	94	105	0.00260
F3L2	Jeotgalicoccus saudimassiliensis	1461582	S	61	7	68	0.00168
F3L2	Mammaliicoccus sciuri	1296	S	15	11	26	0.00064
F3L2	Caldibacillus thermoamylovorans	35841	S	34	83	117	0.00290
F3L2	Amphibacillus xylanus	1449	S	22	6	28	0.00069
F3L2	Ureibacillus thermosphaericus	51173	S	101	130	231	0.00572
F3L2	Ureibacillus thermophilus	367743	S	37	24	61	0.00151
F3L2	Thermobacillus composti	377615	S	11	2	13	0.00032
F3L2	Romboutsia ilealis	1115758	S	77	181	258	0.00638
F3L2	Romboutsia sp. CE17	2724150	S	17	36	53	0.00131
F3L2	Clostridioides difficile	1496	S	12	22	34	0.00084
F3L2	Paeniclostridium sordellii	1505	S	10	16	26	0.00064
F3L2	Blautia producta	33035	S	58	51	109	0.00270
F3L2	[Ruminococcus] torques	33039	S	11	109	120	0.00297
F3L2	Ruminococcus sp. JE7A12	2564099	S	22	15	37	0.00092
F3L2	Aminipila sp. JN-18	2507160	S	21	11	32	0.00079
F3L2	Petrocella atlantisensis	2173034	S	10	3	13	0.00032
F3L2	Turicibacter sp. H121	1712675	S	85	67	152	0.00376
F3L2	Erysipelothrix sp. HDW6A	2714928	S	15	4	19	0.00047
F3L2	Erysipelothrix larvae	1514105	S	20	9	29	0.00072
F3L2	Schnuerera ultunensis	45497	S	12	4	16	0.00040
F3L2	Corynebacterium xerosis	1725	S	358	259	617	0.01527
F3L2	Corynebacterium stationis	1705	S	172	44	216	0.00535
F3L2	Corynebacterium casei	160386	S	72	229	301	0.00745
F3L2	Corynebacterium maris	575200	S	70	13	83	0.00205
F3L2	Corynebacterium glutamicum	1718	S	41	389	430	0.01064
F3L2	Corynebacterium camporealensis	161896	S	29	6	35	0.00087
F3L2	Corynebacterium efficiens	152794	S	25	4	29	0.00072
F3L2	Corynebacterium sp. LMM-1652	2487892	S	19	5	24	0.00059
F3L2	Corynebacterium marinum	349751	S	19	11	30	0.00074
F3L2	Corynebacterium variabile	1727	S	18	19	37	0.00092
F3L2	Corynebacterium nuruki	1032851	S	18	3	21	0.00052
F3L2	Rhodococcus rhodochrous	1829	S	156	196	352	0.00871
F3L2	Dietzia lutea	546160	S	21	30	51	0.00126
F3L2	Dietzia sp. oral taxon 368	712270	S	19	34	53	0.00131
F3L2	Dietzia psychralcaliphila	139021	S	11	7	18	0.00045
F3L2	Mycolicibacterium smegmatis	1772	S	27	21	48	0.00119
F3L2	Glutamicibacter nicotianae	37929	S	53	334	387	0.00958
F3L2	Glutamicibacter sp. ZJUTW	1155384	S	24	249	273	0.00676
F3L2	Glutamicibacter arilaitensis	256701	S	17	24	41	0.00101
F3L2	Glutamicibacter protophormiae	37930	S	12	22	34	0.00084
F3L2	Brevibacterium sp. YB235	1496080	S	56	92	148	0.00366
F3L2	Brevibacterium linens	1703	S	29	38	67	0.00166
F3L2	Jonesia denitrificans	43674	S	12	6	18	0.00045
F3L2	Bifidobacterium pseudolongum	1694	S	531	90	621	0.01537
F3L2	Bifidobacterium choerinum	35760	S	38	21	59	0.00146
F3L2	Bifidobacterium longum	216816	S	24	47	71	0.00176
F3L2	Thermobifida fusca	2021	S	116	20	136	0.00337
F3L2	Thermobispora bispora	2006	S	13	2	15	0.00037
F3L2	Flaviflexus sp. H23T48	2496867	S	41	11	52	0.00129
F3L2	Micromonospora maris	1003110	S	23	18	41	0.00101
F3L2	Saccharomonospora viridis	1852	S	16	4	20	0.00049
F3L2	Olsenella umbonata	604330	S	10	17	27	0.00067
F3L2	Acholeplasma brassicae	61635	S	403	31	434	0.01074
F3L2	Acholeplasma laidlawii	2148	S	297	12	309	0.00765
F3L2	Acholeplasma axanthum	29552	S	151	39	190	0.00470
F3L2	Acholeplasma hippikon	264636	S	22	2	24	0.00059
F3L2	Mycoplasma bovirhinis	29553	S	18	3	21	0.00052
F3L2	Thermus thermophilus	274	S	14	21	35	0.00087
F3L2	Dehalococcoides mccartyi	61435	S	13	0	13	0.00032
F3L2	Acinetobacter indicus	756892	S	3534	3219	6753	0.16711
F3L2	Acinetobacter sp. LoGeW2-3	1808001	S	10	9	19	0.00047
F3L2	Acinetobacter lwoffii	28090	S	34	126	160	0.00396
F3L2	Acinetobacter schindleri	108981	S	29	34	63	0.00156
F3L2	Acinetobacter variabilis	70346	S	21	60	81	0.00200
F3L2	Acinetobacter towneri	202956	S	15	58	73	0.00181
F3L2	Acinetobacter radioresistens	40216	S	13	13	26	0.00064
F3L2	Psychrobacter sp. PRwf-1	349106	S	29	100	129	0.00319
F3L2	Psychrobacter arenosus	256326	S	11	3	14	0.00035
F3L2	Moraxella osloensis	34062	S	13	1	14	0.00035
F3L2	Pseudomonas sp. C27(2019)	2604941	S	10	10	20	0.00049
F3L2	Pseudomonas litoralis	797277	S	12	77	89	0.00220
F3L2	Pseudoxanthomonas suwonensis	314722	S	510	340	850	0.02103
F3L2	Luteimonas sp. JM171	1896164	S	10	22	32	0.00079
F3L2	Proteus vulgaris	585	S	53	85	138	0.00341
F3L2	Comamonas kerstersii	225992	S	258	141	399	0.00987
F3L2	Comamonas testosteroni	285	S	16	31	47	0.00116
F3L2	Schlegelella thermodepolymerans	215580	S	21	14	35	0.00087
F3L2	Oligella ureolytica	90244	S	45	39	84	0.00208
F3L2	Advenella kashmirensis	310575	S	19	7	26	0.00064
F3L2	Brucella intermedia	94625	S	75	99	174	0.00431
F3L2	Paracoccus kondratievae	135740	S	34	101	135	0.00334
F3L2	Aliarcobacter cryaerophilus	28198	S	60	29	89	0.00220
F3L2	Aliarcobacter skirrowii	28200	S	40	25	65	0.00161
F3L2	Bacteroides uniformis	820	S	279	1409	1688	0.04177
F3L2	Bacteroides coprosuis	151276	S	239	22	261	0.00646
F3L2	Bacteroides sp. CACC 737	2755405	S	20	192	212	0.00525
F3L2	Bacteroides sp. M10	2763022	S	15	42	57	0.00141
F3L2	Bacteroides sp. A1C1	2528203	S	11	127	138	0.00341
F3L2	Bacteroides intestinalis	329854	S	98	28	126	0.00312
F3L2	Bacteroides cellulosilyticus	246787	S	71	40	111	0.00275
F3L2	Bacteroides helcogenes	290053	S	67	7	74	0.00183
F3L2	Bacteroides fragilis	817	S	52	233	285	0.00705
F3L2	Bacteroides eggerthii	28111	S	38	55	93	0.00230
F3L2	Bacteroides thetaiotaomicron	818	S	35	34	69	0.00171
F3L2	Bacteroides ovatus	28116	S	27	125	152	0.00376
F3L2	Bacteroides xylanisolvens	371601	S	20	156	176	0.00436
F3L2	Bacteroides heparinolyticus	28113	S	16	18	34	0.00084
F3L2	Petrimonas mucosa	1642646	S	171	10	181	0.00448
F3L2	Proteiniphilum saccharofermentans	1642647	S	19	1	20	0.00049
F3L2	Phocaeicola dorei	357276	S	50	133	183	0.00453
F3L2	Phocaeicola vulgatus	821	S	39	95	134	0.00332
F3L2	Parabacteroides distasonis	823	S	83	181	264	0.00653
F3L2	Prevotella copri	165179	S	14	10	24	0.00059
F3L2	Prevotella sp. WR041	2801997	S	13	1	14	0.00035
F3L2	Alloprevotella sp. E39	2133944	S	12	0	12	0.00030
F3L2	Porphyromonas cangingivalis	36874	S	16	8	24	0.00059
F3L2	Sphingobacterium daejeonense	371142	S	1730	529	2259	0.05590
F3L2	Sphingobacterium hotanense	649196	S	711	253	964	0.02386
F3L2	Sphingobacterium sp. dk4302	2662364	S	11	3	14	0.00035
F3L2	Sphingobacterium mizutaii	1010	S	23	3	26	0.00064
F3L2	Myroides odoratimimus	76832	S	17	99	116	0.00287
F3L2	Empedobacter stercoris	1628248	S	67	49	116	0.00287
F3L2	Leadbetterella byssophila	316068	S	18	9	27	0.00067
F3L2	Fusobacterium ulcerans	861	S	111	55	166	0.00411
F3L2	Sphaerochaeta globosa	1131703	S	14	6	20	0.00049
F3L2	Methanobrevibacter millerae	230361	S	57	27	84	0.00208
F3L2	Homo sapiens	9606	S	10	7	17	0.00042
F3L2	Bos taurus polyomavirus 1	1891754	S	17	0	17	0.00042
F3S1	Jeotgalibaca porci	1868793	S	10298	4140	14438	0.14810
F3S1	Jeotgalibaca arthritidis	1868794	S	6108	13726	19834	0.20346
F3S1	Jeotgalibaca sp. PTS2502	1903686	S	1425	3217	4642	0.04762
F3S1	Jeotgalibaca ciconiae	2496265	S	197	55	252	0.00259
F3S1	Jeotgalibaca dankookensis	708126	S	67	5	72	0.00074
F3S1	Carnobacterium maltaromaticum	2751	S	141	40	181	0.00186
F3S1	Carnobacterium inhibens	147709	S	103	37	140	0.00144
F3S1	Carnobacterium sp. 17-4	208596	S	27	50	77	0.00079
F3S1	Carnobacterium divergens	2748	S	25	4	29	0.00030
F3S1	Marinilactibacillus sp. 15R	1911586	S	37	8	45	0.00046
F3S1	Dolosigranulum pigrum	29394	S	18	1	19	0.00019
F3S1	Aerococcus urinaeequi	51665	S	1782	1572	3354	0.03441
F3S1	Aerococcus viridans	1377	S	149	227	376	0.00386
F3S1	Paucilactobacillus nenjiangensis	1296540	S	1080	483	1563	0.01603
F3S1	Paucilactobacillus oligofermentans	293371	S	27	5	32	0.00033
F3S1	Amylolactobacillus amylophilus	1603	S	173	75	248	0.00254
F3S1	Latilactobacillus fuchuensis	164393	S	35	0	35	0.00036
F3S1	Latilactobacillus curvatus	28038	S	13	7	20	0.00021
F3S1	Ligilactobacillus ruminis	1623	S	23	4	27	0.00028
F3S1	Lactobacillus crispatus	47770	S	10	3	13	0.00013
F3S1	Pediococcus acidilactici	1254	S	20	4	24	0.00025
F3S1	Lentilactobacillus buchneri	1581	S	15	2	17	0.00017
F3S1	Limosilactobacillus mucosae	97478	S	11	1	12	0.00012
F3S1	Enterococcus faecalis	1351	S	316	213	529	0.00543
F3S1	Enterococcus faecium	1352	S	159	514	673	0.00690
F3S1	Enterococcus casseliflavus	37734	S	62	150	212	0.00217
F3S1	Enterococcus gilvus	160453	S	35	14	49	0.00050
F3S1	Enterococcus hirae	1354	S	32	17	49	0.00050
F3S1	Enterococcus avium	33945	S	11	4	15	0.00015
F3S1	Tetragenococcus halophilus	51669	S	22	9	31	0.00032
F3S1	Tetragenococcus koreensis	290335	S	13	6	19	0.00019
F3S1	Lactococcus raffinolactis	1366	S	175	72	247	0.00253
F3S1	Lactococcus garvieae	1363	S	31	51	82	0.00084
F3S1	Lactococcus cremoris	1359	S	11	37	48	0.00049
F3S1	Streptococcus equinus	1335	S	42	51	93	0.00095
F3S1	Streptococcus parauberis	1348	S	38	23	61	0.00063
F3S1	Streptococcus suis	1307	S	31	9	40	0.00041
F3S1	Geobacillus sp. 44C	1963024	S	414	6200	6614	0.06785
F3S1	Geobacillus sp. WCH70	471223	S	333	3922	4255	0.04365
F3S1	Geobacillus sp. E263	391290	S	179	1977	2156	0.02212
F3S1	Geobacillus sp. 44B	1963023	S	26	7	33	0.00034
F3S1	Geobacillus sp. Y4.1MC1	581103	S	16	461	477	0.00489
F3S1	Geobacillus sp. GHH01	1233873	S	10	73	83	0.00085
F3S1	[Bacillus] caldolyticus	1394	S	33	244	277	0.00284
F3S1	Geobacillus thermocatenulatus	33938	S	11	6	17	0.00017
F3S1	Geobacillus thermoleovorans	33941	S	11	80	91	0.00093
F3S1	Geobacillus stearothermophilus	1422	S	53	60	113	0.00116
F3S1	Geobacillus thermodenitrificans	33940	S	42	179	221	0.00227
F3S1	Geobacillus zalihae	213419	S	18	87	105	0.00108
F3S1	Parageobacillus toebii	153151	S	375	6001	6376	0.06540
